title  Photometry data for T356120921 from search centered on 19 50 50.248 .48 04 51.09 using the apass calibration catalog
Median of Right Ascension  297.70578, rms   0.00271
Median of Declination       48.07639, rms   0.00197
Median of magcal_magdep        10.65, rms      0.26
Median of magcal_local_rms      0.16, rms      0.33
Date	year	magcal_magdep	magcal_local_rms	limiting_mag_local	ra	dec	THETA_J2000	ELLIPTICITY	Plate	versionId	AFLAGS	BFLAGS	quality	timeAccuracy	AFLAGSBits	BFLAGSBits	qualitybits
2427640.654521	1934.553848	10.72	 0.14	14.44	297.70583	 48.07701	  6.3	0.104	md27333	139	524288	1349413888	576	0.000700	19	10,11,13,14,17,18,19,21,22,28,30	6,9
2427640.708391	1934.553996	10.57	 0.12	11.29	297.70862	 48.07596	 89.3	0.314	ac32224	130	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427640.761175	1934.554140	10.43	 0.24	14.90	297.70634	 48.07672	 70.7	0.070	rh06101	151	34078720	1349411840	448	0.000700	19,25	10,13,14,17,18,19,21,22,28,30	6,7,8
2427641.688360	1934.556680	10.64	 0.10	12.29	297.70562	 48.07554	 80.6	0.332	ac32229	130	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427647.691093	1934.573126	10.67	 0.21	11.97	297.70616	 48.07605	-73.5	0.401	ac32234	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427655.675541	1934.595001	10.71	 0.25	11.76	297.70482	 48.07783	-58.7	0.320	ac32249	132	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427657.651044	1934.600414	10.32	 0.25	13.35	297.70574	 48.07626	-53.5	0.192	ac32258	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427657.659505	1934.600437	10.58	 0.16	14.00	297.70590	 48.07573	 78.0	0.415	rh06124	151	540800	1349411840	449	0.000700	7,14,19	10,13,14,17,18,19,21,22,28,30	0,6,7,8
2427657.696752	1934.600539	10.57	 0.14	12.00	297.70565	 48.07661	-64.8	0.068	ac32259	130	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427658.657666	1934.603172	10.46	 0.30	13.37	297.70414	 48.07675	-70.4	0.337	ac32265	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427664.657218	1934.619609	10.43	 0.07	12.23	297.70582	 48.07535	-76.4	0.207	ac32285	130	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427668.613044	1934.630447	10.56	 0.19	14.28	297.70605	 48.07625	-20.7	0.485	bm00269	152	524288	1349413888	320	0.000700	19	10,11,13,14,17,18,19,21,22,28,30	6,8
2427669.581223	1934.633099	10.55	 0.16	13.21	297.70677	 48.07683	 24.1	0.133	bm00273	152	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427676.722190	1934.652664	10.53	 0.19	12.92	297.70456	 48.07688	-82.9	0.073	ac32303	158	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427679.739247	1934.660929	10.38	 0.21	13.42	297.70612	 48.07703	 55.4	0.267	ac32308	158	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427681.576211	1934.665962	10.55	 0.17	13.97	297.70118	 48.07598	 41.4	0.135	ac32316	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427681.598718	1934.666024	10.70	 0.20	13.10	297.70569	 48.07602	 76.6	0.645	rh06167	152	540672	1349411840	4544	0.000700	14,19	10,13,14,17,18,19,21,22,28,30	6,7,8,12
2427681.680784	1934.666249	10.45	 0.12	12.33	297.70489	 48.07606	  1.8	0.272	ac32318	130	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427682.580047	1934.668712	10.65	 0.14	13.52	297.70621	 48.07682	 45.4	0.128	ac32321	132	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427682.669385	1934.668957	10.61	 0.13	12.91	297.70582	 48.07615	 67.9	0.599	rh06172	152	540672	1349410816	384	0.000700	14,19	13,14,17,18,19,21,22,28,30	7,8
2427686.650788	1934.679865	10.47	 0.28	13.17	297.70688	 48.07729	 77.6	0.365	ac32328	132	524288	1349411840	448	0.000700	19	10,13,14,17,18,19,21,22,28,30	6,7,8
2427690.547001	1934.690540	11.40	 0.29	11.64	297.69819	 48.07718	-23.8	0.537	ac32331	130	76029952	1349410819	384	0.000700	13,19,23,26	0,1,13,14,17,18,19,21,22,28,30	7,8
2427692.625301	1934.696234	10.71	 0.17	13.59	297.70671	 48.07737	-89.7	0.135	ac32337	132	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427701.543747	1934.720668	10.67	 0.10	13.40	297.70622	 48.07678	 88.6	0.490	rh06191	152	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427706.539665	1934.734355	10.73	 0.10	12.98	297.70611	 48.07663	-76.9	0.258	rh06192	152	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427708.705896	1934.740290	10.71	 0.14	12.41	297.70712	 48.07583	-36.2	0.192	ac32351	146	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427718.533556	1934.767215	10.78	 0.19	14.66	297.70649	 48.07614	 72.2	0.584	rh06232	152	540672	1349413889	320	0.000700	14,19	0,10,11,13,14,17,18,19,21,22,28,30	6,8
2427727.522529	1934.791843	10.62	 0.20	13.73	297.70222	 48.07641	-85.8	0.062	ac32396	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427728.511454	1934.794552	10.72	 0.15	13.55	297.70644	 48.07552	 74.0	0.210	rh06255	152	34095104	1349410816	384	0.000700	14,19,25	13,14,17,18,19,21,22,28,30	7,8
2427728.516301	1934.794565	10.99	 0.16	13.10	297.70551	 48.07697	 35.5	0.345	ac32399	132	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427731.503155	1934.802748	10.68	 0.16	14.33	297.70634	 48.07670	 60.8	0.079	rh06259	152	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427735.570341	1934.813891	10.46	 0.09	13.58	297.70670	 48.07632	 16.3	0.156	ac32411	158	34078720	1349410816	384	0.000700	19,25	13,14,17,18,19,21,22,28,30	7,8
2427736.544719	1934.816561	10.86	 0.16	13.55	297.70538	 48.07682	 34.1	0.159	rh06277	152	540800	1479437312	328	0.000700	7,14,19	10,11,13,14,17,18,19,21,27,28,30	3,6,8
2427745.533997	1934.841189	10.60	 0.23	15.02	297.70681	 48.07552	 65.2	0.137	ac32435	151	34078720	1349413890	320	0.000700	19,25	1,10,11,13,14,17,18,19,21,22,28,30	6,8
2427753.521533	1934.863073	10.64	 0.20	13.66	297.70590	 48.07569	 53.0	0.115	ac32440	151	524288	1349410818	384	0.000700	19	1,13,14,17,18,19,21,22,28,30	7,8
2427756.487599	1934.871199	10.69	 0.20	13.83	297.70358	 48.07735	  2.5	0.190	ac32448	151	524288	1349411840	448	0.000700	19	10,13,14,17,18,19,21,22,28,30	6,7,8
2427756.538845	1934.871339	10.82	 0.18	13.69	297.70572	 48.07743	 51.7	0.147	ac32449	158	524288	1349413888	320	0.000700	19	10,11,13,14,17,18,19,21,22,28,30	6,8
2427764.482406	1934.893102	 9.35	 1.37	10.22	297.70770	 48.07777	 76.4	0.141	ac32457	130	268998656	1080715264	256	0.000700	11,12,15,19,28	11,13,14,17,19,21,22,30	8
2427767.484832	1934.901328	10.73	 0.10	12.45	297.70568	 48.07699	-39.5	0.284	ac32462	146	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427861.895155	1935.159987	10.83	 0.20	15.36	297.70471	 48.07632	 38.0	0.286	ir00374	131	310951936	1080714240	704	0.000700	14,15,19,23,25,28	10,13,14,17,19,21,22,30	6,7,9
2427862.896592	1935.162730	10.89	 0.31	15.61	297.70589	 48.07701	 10.5	0.438	ir00379	152	557056	1080978434	576	0.000700	15,19	1,10,11,13,14,17,18,19,21,22,30	6,9
2427870.889413	1935.184629	11.24	 0.24	15.74	297.70618	 48.07686	  7.3	0.497	ir00399	131	269008896	1080714242	704	0.000700	14,15,19,28	1,10,13,14,17,19,21,22,30	6,7,9
2427875.882090	1935.198307	10.68	 0.30	15.03	297.70518	 48.07689	 27.0	0.208	ir00404	151	269008896	1080716288	576	0.000700	14,15,19,28	10,11,13,14,17,19,21,22,30	6,9
2427888.836369	1935.233798	10.51	 0.48	13.72	297.70585	 48.07694	 86.4	0.478	i53335	152	302563456	1080714240	720	0.000700	7,14,15,19,25,28	10,13,14,17,19,21,22,30	4,6,7,9
2427888.870454	1935.233892	10.45	 0.17	15.09	297.70582	 48.07733	-13.5	0.243	rh06507	151	524416	1349411840	449	0.000700	7,19	10,13,14,17,18,19,21,22,28,30	0,6,7,8
2427889.824813	1935.236506	10.61	 0.21	15.99	297.70515	 48.07732	  5.5	0.205	rh06511	152	34078720	1349413890	320	0.000700	19,25	1,10,11,13,14,17,18,19,21,22,28,30	6,8
2427889.879722	1935.236657	10.80	 0.18	12.19	297.70581	 48.07695	-82.9	0.387	i53347	152	268992512	1080714240	704	0.000700	15,19,28	10,13,14,17,19,21,22,30	6,7,9
2427890.848428	1935.239311	10.83	 0.18	15.20	297.70596	 48.07726	 -4.5	0.197	rh06513	151	524288	1349413888	320	0.000700	19	10,11,13,14,17,18,19,21,22,28,30	6,8
2427890.896066	1935.239441	11.29	 0.34	12.22	297.70024	 48.07693	 28.8	0.130	i53348	152	344490112	1214930947	648	0.000700	7,15,19,23,26,28	0,1,13,14,17,19,21,22,27,30	3,7,9
2427892.812551	1935.244692	10.61	 0.10	14.30	297.70562	 48.07720	 -6.1	0.229	rh06516	152	524288	1349413888	320	0.000700	19	10,11,13,14,17,18,19,21,22,28,30	6,8
2427892.822247	1935.244718	10.84	 0.19	14.61	297.70581	 48.07691	 19.6	0.293	ir00448	152	269008896	1080716288	576	0.000700	14,15,19,28	10,11,13,14,17,19,21,22,30	6,9
2427896.812832	1935.255652	10.85	 0.17	16.01	297.70611	 48.07740	 -3.8	0.280	rh06521	151	524288	1349413888	320	0.000700	19	10,11,13,14,17,18,19,21,22,28,30	6,8
2427896.831531	1935.255703	10.97	 0.19	15.73	297.70585	 48.07691	 21.9	0.367	ir00452	151	302563328	1080716290	576	0.000700	14,15,19,25,28	1,10,11,13,14,17,19,21,22,30	6,9
2427897.814981	1935.258397	10.67	 0.08	14.80	297.70601	 48.07735	-14.8	0.150	rh06526	151	524288	1349413888	320	0.000700	19	10,11,13,14,17,18,19,21,22,28,30	6,8
2427897.822252	1935.258417	10.64	 0.26	14.25	297.70622	 48.07706	 10.6	0.581	ir00453	152	269009024	1210739712	584	0.000700	7,14,15,19,28	10,11,13,14,17,19,21,27,30	3,6,9
2427899.816509	1935.263881	10.61	 0.12	15.21	297.70592	 48.07742	 -9.0	0.153	rh06532	152	524288	1349413888	320	0.000700	19	10,11,13,14,17,18,19,21,22,28,30	6,8
2427899.827590	1935.263911	11.08	 0.18	15.22	297.70591	 48.07682	 15.3	0.375	ir00457	152	269008896	1080714242	704	0.000700	14,15,19,28	1,10,13,14,17,19,21,22,30	6,7,9
2427899.884577	1935.264067	10.18	 0.61	12.56	297.70594	 48.07706	-83.5	0.583	i53380	152	269009024	1214931968	712	0.000700	7,14,15,19,28	10,13,14,17,19,21,22,27,30	3,6,7,9
2427900.831125	1935.266661	10.79	 0.11	15.53	297.70595	 48.07747	 -7.1	0.215	rh06539	151	524288	1349411840	448	0.000700	19	10,13,14,17,18,19,21,22,28,30	6,7,8
2427900.855365	1935.266727	10.93	 0.19	15.55	297.70543	 48.07646	 22.7	0.329	ir00462	152	302563328	1080716288	576	0.000700	14,15,19,25,28	10,11,13,14,17,19,21,22,30	6,9
2427903.798793	1935.274791	10.79	 0.17	15.78	297.70607	 48.07741	  0.6	0.328	rh06542	152	524288	1349413891	320	0.000700	19	0,1,10,11,13,14,17,18,19,21,22,28,30	6,8
2427910.806933	1935.293992	10.46	 0.14	13.68	297.70590	 48.07688	  8.7	0.048	rh06547	151	524288	1349411840	448	0.000700	19	10,13,14,17,18,19,21,22,28,30	6,7,8
2427927.728946	1935.340353	10.70	 0.14	15.22	297.70590	 48.07738	-19.5	0.223	rh06562	152	524288	1349413888	320	0.000700	19	10,11,13,14,17,18,19,21,22,28,30	6,8
2427933.827417	1935.357061	10.82	 0.15	13.99	297.70411	 48.07629	 30.2	0.125	ac32644	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427934.831501	1935.359812	11.08	 0.17	12.08	297.70667	 48.07716	-26.4	0.243	ca00143	152	524416	1483628544	392	0.000700	7,19	13,14,17,18,19,21,22,27,28,30	3,7,8
2427935.745158	1935.362316	10.37	 0.14	14.38	297.70586	 48.07740	 -2.2	0.115	rh06574	152	524288	1349411840	448	0.000700	19	10,13,14,17,18,19,21,22,28,30	6,7,8
2427938.773790	1935.370613	10.47	 0.08	14.76	297.70586	 48.07715	 -9.8	0.160	rh06580	152	524416	1349411840	449	0.000700	7,19	10,13,14,17,18,19,21,22,28,30	0,6,7,8
2427945.720663	1935.389646	10.61	 0.20	15.25	297.70581	 48.07734	 -0.8	0.237	rh06587	152	524288	1349411842	448	0.000700	19	1,10,13,14,17,18,19,21,22,28,30	6,7,8
2427946.817899	1935.392652	10.81	 0.18	12.34	297.70603	 48.07681	 32.5	0.415	ca00171	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427947.731751	1935.395155	10.69	 0.21	13.26	297.70530	 48.07754	-26.7	0.276	ca00175	151	524416	1479436288	264	0.000700	7,19	11,13,14,17,18,19,21,27,28,30	3,8
2427948.758296	1935.397968	10.84	 0.20	15.58	297.70620	 48.07740	  4.5	0.176	rh06595	151	524288	1349413890	320	0.000700	19	1,10,11,13,14,17,18,19,21,22,28,30	6,8
2427949.761145	1935.400715	10.44	 0.24	16.11	297.70378	 48.07653	 58.8	0.397	rh06601	152	42467328	1349413888	320	0.000700	19,23,25	10,11,13,14,17,18,19,21,22,28,30	6,8
2427953.783616	1935.411736	10.70	 0.10	12.39	297.70642	 48.07593	  2.2	0.327	ac32674	130	524416	1479434240	392	0.000700	7,19	13,14,17,18,19,21,27,28,30	3,7,8
2427955.782925	1935.417213	10.68	 0.16	12.75	297.70561	 48.07706	 23.5	0.311	ca00188	152	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427955.785499	1935.417221	11.03	 0.31	12.29	297.71375	 48.07669	-72.6	0.449	rh06609	152	310952064	1214932994	264	0.000700	7,14,15,19,23,25,28	1,11,13,14,17,19,21,22,27,30	3,8
2427955.822748	1935.417323	10.61	 0.22	12.91	297.70603	 48.07663	-44.4	0.026	ca00189	152	524288	1349411840	448	0.000700	19	10,13,14,17,18,19,21,22,28,30	6,7,8
2427961.739896	1935.433534	10.45	 0.13	12.69	297.70679	 48.07714	 30.1	0.512	ac32683	130	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427965.745387	1935.444508	10.70	 0.11	11.82	297.70703	 48.07788	 35.5	0.407	ac32686	130	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427965.767746	1935.444569	10.66	 0.25	12.62	297.70493	 48.07693	 27.2	0.296	ca00200	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427965.786596	1935.444621	10.95	 0.16	12.42	297.70522	 48.07563	 77.5	0.556	rh06621	152	540672	1349412864	256	0.000700	14,19	11,13,14,17,18,19,21,22,28,30	8
2427965.812071	1935.444691	10.49	 0.28	12.97	297.70495	 48.07715	 51.7	0.103	ca00201	152	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427977.670604	1935.477180	10.91	 0.20	12.84	297.70630	 48.07671	 81.3	0.156	i53522	151	557184	1080978432	577	0.000700	7,15,19	10,11,13,14,17,18,19,21,22,30	0,6,9
2427977.680992	1935.477208	10.70	 0.34	14.44	297.70605	 48.07692	-44.4	0.124	i53524	152	557056	1349413888	576	0.000700	15,19	10,11,13,14,17,18,19,21,22,28,30	6,9
2427977.741395	1935.477374	10.52	 0.10	13.54	297.70992	 48.07522	-63.8	0.379	ac32696	132	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427977.746936	1935.477389	10.72	 0.16	14.57	297.70628	 48.07575	 71.0	0.487	rh06630	151	540800	1349411840	449	0.000700	7,14,19	10,13,14,17,18,19,21,22,28,30	0,6,7,8
2427977.784335	1935.477491	10.81	 0.13	14.40	297.70246	 48.07623	 58.4	0.207	ac32697	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427978.147783	1935.478487	10.70	 0.33	14.46	297.70647	 48.07662	-85.8	0.093	i53526	132	557568	1886284800	576	1.000000	9,15,19	10,11,13,14,17,18,19,21,22,28,29,30	6,9
2427979.761121	1935.482907	11.07	 0.11	12.17	297.69636	 48.08572	-48.7	0.155	ca00214	130	76021760	1349410819	384	0.000700	19,23,26	0,1,13,14,17,18,19,21,22,28,30	7,8
2427979.783087	1935.482967	10.49	 0.22	14.05	297.70637	 48.07419	 -6.7	0.363	ac32702	132	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427979.809255	1935.483039	10.68	 0.10	12.32	297.70788	 48.07434	-66.7	0.469	ca00215	130	524288	1349410818	384	0.000700	19	1,13,14,17,18,19,21,22,28,30	7,8
2427980.751147	1935.485620	10.74	 0.17	12.48	297.70504	 48.07682	 27.0	0.329	ca00218	152	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2427980.774844	1935.485685	10.62	 0.20	14.09	297.70223	 48.07670	 48.9	0.122	ac32706	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2427982.799564	1935.491232	10.68	 0.13	13.07	297.70644	 48.07624	 71.1	0.508	rh06644	152	540800	1349411840	449	0.000700	7,14,19	10,13,14,17,18,19,21,22,28,30	0,6,7,8
2427985.795261	1935.499439	10.82	 0.11	11.33	297.70914	 48.07274	-41.7	0.597	ac32717	146	76038144	1349412867	256	0.000700	14,19,23,26	0,1,11,13,14,17,18,19,21,22,28,30	8
2427987.739984	1935.504767	10.66	 0.17	14.28	297.70609	 48.07492	 35.1	0.204	ac32723	151	524288	1349413888	320	0.000700	19	10,11,13,14,17,18,19,21,22,28,30	6,8
2427995.683693	1935.526531	10.63	 0.16	13.65	297.70607	 48.07512	 35.1	0.227	ac32726	151	524288	1349411840	448	0.000700	19	10,13,14,17,18,19,21,22,28,30	6,7,8
2427997.676193	1935.531990	10.54	 0.14	12.30	297.70651	 48.07601	 76.8	0.076	ac32729	132	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2428002.695179	1935.545740	10.96	 0.12	12.58	297.70646	 48.07635	-31.5	0.145	ac32731	132	524416	1483628544	392	0.000700	7,19	13,14,17,18,19,21,22,27,28,30	3,7,8
2428011.709164	1935.570436	10.79	 0.14	16.13	297.70618	 48.07752	 22.2	0.129	rh06675	152	524288	1349411842	448	0.000700	19	1,10,13,14,17,18,19,21,22,28,30	6,7,8
2428012.650889	1935.573016	10.68	 0.10	12.80	297.70654	 48.07681	 73.1	0.151	ca00258	152	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2428015.705401	1935.581385	10.81	 0.11	12.06	297.70740	 48.07356	-71.1	0.470	ca00263	130	524288	1349410818	384	0.000700	19	1,13,14,17,18,19,21,22,28,30	7,8
2428015.764079	1935.581545	 0.00	 0.00	11.61	  0.00000	  0.00000	  0.0	0.000	ca00264	155	0	0	2048	-1.000000			11
2428016.635155	1935.583932	10.65	 0.19	12.70	297.70545	 48.07695	 23.8	0.335	ca00266	152	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2428016.686404	1935.584072	10.47	 0.40	13.60	297.70575	 48.07627	 53.4	0.178	ca00267	152	524288	1349411840	448	0.000700	19	10,13,14,17,18,19,21,22,28,30	6,7,8
2428016.707676	1935.584131	10.56	 0.09	12.57	297.70544	 48.07662	 41.0	0.165	ac32743	131	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2428016.713910	1935.584148	10.54	 0.21	14.16	297.70515	 48.07729	 23.8	0.204	rh06681	152	524416	1349413888	321	0.000700	7,19	10,11,13,14,17,18,19,21,22,28,30	0,6,8
2428016.732113	1935.584198	10.87	 0.31	12.71	297.70759	 48.07623	-55.5	0.303	ca00268	145	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2428017.668248	1935.586762	10.40	 0.18	14.27	297.70174	 48.07578	 46.2	0.220	ac32746	151	8912896	1349412864	256	0.000700	19,23	11,13,14,17,18,19,21,22,28,30	8
2428017.721575	1935.586908	10.29	 0.14	14.01	297.70708	 48.07716	-12.6	0.087	ac32747	158	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2428018.679572	1935.589533	10.83	 0.14	12.86	297.70685	 48.07700	 64.5	0.099	ca00275	152	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2428021.673624	1935.597736	10.64	 0.09	11.95	297.70525	 48.07627	-16.6	0.171	ac32752	130	524352	1349410816	384	0.000700	6,19	13,14,17,18,19,21,22,28,30	7,8
2428022.633004	1935.600364	10.74	 0.23	12.58	297.70471	 48.07650	 41.2	0.293	ca00284	152	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2428023.649668	1935.603150	10.77	 0.14	13.09	297.70660	 48.07719	 54.8	0.019	ca00287	152	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2428023.660898	1935.603181	10.79	 0.14	13.09	297.70563	 48.07582	 78.8	0.394	rh06693	152	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2428023.724268	1935.603354	10.63	 0.12	13.57	297.70722	 48.07673	 30.3	0.090	ac32757	132	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2428023.811182	1935.603592	10.55	 0.15	13.01	297.70650	 48.07762	 21.3	0.258	rh06697	151	524416	1349412864	257	0.000010	7,19	11,13,14,17,18,19,21,22,28,30	0,8
2428024.683991	1935.605984	10.52	 0.28	13.73	297.70528	 48.07656	 64.5	0.222	ca00294	152	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2428024.721043	1935.606085	10.91	 0.10	12.25	297.69869	 48.07938	-53.0	0.350	ca00295	158	8912896	1349412866	256	0.000700	19,23	1,11,13,14,17,18,19,21,22,28,30	8
2428025.642134	1935.608609	10.36	 0.20	13.41	297.70584	 48.07675	 38.3	0.257	ca00297	152	524288	1349413888	320	0.000700	19	10,11,13,14,17,18,19,21,22,28,30	6,8
2428025.654750	1935.608643	10.52	 0.10	12.04	297.70824	 48.07599	-47.8	0.165	ac32761	132	557056	1349412864	256	0.000700	15,19	11,13,14,17,18,19,21,22,28,30	8
2428027.591117	1935.613948	10.68	 0.10	12.55	297.70651	 48.07658	  4.0	0.134	ac32764	158	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2428027.676496	1935.614182	10.64	 0.22	11.88	297.70610	 48.07666	 70.3	0.499	ca00303	152	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2428030.619133	1935.622244	10.78	 0.15	12.00	297.70580	 48.07527	 26.5	0.432	ca00310	152	557184	1349412864	257	0.000700	7,15,19	11,13,14,17,18,19,21,22,28,30	0,8
2428030.638328	1935.622297	10.75	 0.07	12.51	297.70712	 48.07614	 77.8	0.578	rh06709	151	540800	1483628544	392	0.000700	7,14,19	13,14,17,18,19,21,22,27,28,30	3,7,8
2428030.667264	1935.622376	10.67	 0.16	12.79	297.70676	 48.07653	 80.4	0.114	ca00311	152	524416	1349410816	385	0.000700	7,19	13,14,17,18,19,21,22,28,30	0,7,8
2428030.707086	1935.622485	10.58	 0.15	12.37	297.70390	 48.07675	-73.4	0.330	ca00312	158	268959872	1479434240	392	0.000700	7,19,28	13,14,17,18,19,21,27,28,30	3,7,8
2428031.645834	1935.625057	10.85	 0.14	12.57	297.70555	 48.07668	 63.7	0.447	ca00316	152	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2428031.689118	1935.625176	11.23	 0.13	12.25	297.70291	 48.07787	 82.4	0.516	ca00317	132	524288	1349412867	256	0.000700	19	0,1,11,13,14,17,18,19,21,22,28,30	8
2428032.659377	1935.627834	11.31	 0.33	11.31	297.71814	 48.06691	 14.0	0.348	ca00323	130	310943744	1080713218	384	0.000700	13,15,19,23,25,28	1,13,14,17,19,21,22,30	7,8
2428032.701621	1935.627950	11.64	 0.30	11.75	297.70409	 48.07418	-74.1	0.618	ca00324	130	532480	1349410818	4480	0.000700	13,19	1,13,14,17,18,19,21,22,28,30	7,8,12
2428033.682070	1935.630636	10.68	 0.12	12.76	297.70624	 48.07647	-88.4	0.067	rh06718	151	34078720	1349410816	384	0.000700	19,25	13,14,17,18,19,21,22,28,30	7,8
2428033.690380	1935.630659	10.69	 0.18	14.02	297.70306	 48.07618	 68.8	0.295	ac32779	151	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2428033.738858	1935.630791	10.20	 0.35	13.06	297.70571	 48.07558	 85.1	0.220	ac32780	130	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2428033.827505	1935.631034	10.67	 0.13	13.36	297.70614	 48.07745	 25.8	0.178	ac32782	158	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2428034.661329	1935.633319	10.63	 0.14	12.36	297.70500	 48.07630	-20.7	0.107	ac32784	146	540672	1349410816	384	0.000700	14,19	13,14,17,18,19,21,22,28,30	7,8
2428034.725044	1935.633493	10.72	 0.18	14.48	297.70647	 48.07628	 81.6	0.136	ac32785	151	524288	1349411840	448	0.000700	19	10,13,14,17,18,19,21,22,28,30	6,7,8
2428038.678087	1935.644324	10.50	 0.15	13.43	297.70700	 48.07679	 38.3	0.184	ac32787	158	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2428039.655612	1935.647002	10.53	 0.27	12.27	297.70747	 48.07682	 67.7	0.621	rh06730	152	270024704	1349148672	4480	0.000700	14,19,20,28	13,14,17,19,21,22,28,30	7,8,12
2428039.794466	1935.647382	10.51	 1.69	11.18	297.70604	 48.07885	-31.3	0.389	rh06732	151	268998784	1074421763	385	0.000010	7,11,12,15,19,28	0,1,13,14,17,19,30	0,7,8
2428044.751337	1935.660963	10.76	 0.19	13.72	297.70701	 48.07612	 33.5	0.187	ac32797	151	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2428047.627802	1935.668843	10.50	 0.14	12.05	297.70624	 48.07881	 -4.6	0.210	ac32800	132	524288	1349410816	384	0.000700	19	13,14,17,18,19,21,22,28,30	7,8
2428049.580763	1935.674194	10.52	 0.13	12.85	297.70781	 48.07748	 33.5	0.494	ac32802	131	524288	1349412864	256	0.000700	19	11,13,14,17,18,19,21,22,28,30	8
2428052.563720	1935.682366	10.55	 0.36	13.66	297.70556	 48.07628	 23.4	0.365	ca00351	152	524288	1349410817	384	0.000700	19	0,13,14,17,18,19,21,22,28,30	7,8
